Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-tloe,branch-b7np,randomiser-oo54,randomiser-5zfx,randomiser-rrwr,randomiser-39gv,branch-m511,quota-so7f,quota-bi7i,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
10,1704412553089,04/01/2024 23:55:53,1704412553089,0,04/01/2024 23:55:53,158033,3,questionnaire-eibn,,33970162,BLIND,10050955,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,3,object-4
11,1704412553089,04/01/2024 23:55:53,1704412553089,0,04/01/2024 23:55:53,158033,3,questionnaire-eibn,,33970162,BLIND,10050955,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,,,,,5,,END,,,,,
1,1704490025184,05/01/2024 21:27:05,1704490025184,0,05/01/2024 21:27:05,158033,3,questionnaire-eibn,,33982396,BLIND,10054389,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,,,,,5,,BEGIN,,,,,
2,1704490104366,05/01/2024 21:28:24,1704490104366,0,05/01/2024 21:28:24,158033,3,questionnaire-eibn,,33982396,BLIND,10054389,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1704490104367,05/01/2024 21:28:24,1704490104367,0,05/01/2024 21:28:24,158033,3,questionnaire-eibn,,33982396,BLIND,10054389,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1704490104367,05/01/2024 21:28:24,1704490104367,0,05/01/2024 21:28:24,158033,3,questionnaire-eibn,,33982396,BLIND,10054389,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1704490104367,05/01/2024 21:28:24,1704490104367,0,05/01/2024 21:28:24,158033,3,questionnaire-eibn,,33982396,BLIND,10054389,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1704490104368,05/01/2024 21:28:24,1704490104368,0,05/01/2024 21:28:24,158033,3,questionnaire-eibn,,33982396,BLIND,10054389,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1704490104368,05/01/2024 21:28:24,1704490104368,0,05/01/2024 21:28:24,158033,3,questionnaire-eibn,,33982396,BLIND,10054389,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1704490104369,05/01/2024 21:28:24,1704490104369,0,05/01/2024 21:28:24,158033,3,questionnaire-eibn,,33982396,BLIND,10054389,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1704490104369,05/01/2024 21:28:24,1704490104369,0,05/01/2024 21:28:24,158033,3,questionnaire-eibn,,33982396,BLIND,10054389,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1704490104370,05/01/2024 21:28:24,1704490104370,0,05/01/2024 21:28:24,158033,3,questionnaire-eibn,,33982396,BLIND,10054389,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,the first part was very boring i almost tabbed out and my laptop died from boredom but its okay because the second half was really fun wow!,,,fb_comment,3,object-4
11,1704490104370,05/01/2024 21:28:24,1704490104370,0,05/01/2024 21:28:24,158033,3,questionnaire-eibn,,33982396,BLIND,10054389,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,,,,,5,,END,,,,,
1,1704539058959,06/01/2024 11:04:18,1704539058959,0,06/01/2024 11:04:18,158033,3,questionnaire-eibn,,33985130,BLIND,10055189,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1525x701,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,,,,,5,,BEGIN,,,,,
2,1704539325003,06/01/2024 11:08:45,1704539325003,0,06/01/2024 11:08:45,158033,3,questionnaire-eibn,,33985130,BLIND,10055189,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1525x701,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1704539325003,06/01/2024 11:08:45,1704539325003,0,06/01/2024 11:08:45,158033,3,questionnaire-eibn,,33985130,BLIND,10055189,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1525x701,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1704539325003,06/01/2024 11:08:45,1704539325003,0,06/01/2024 11:08:45,158033,3,questionnaire-eibn,,33985130,BLIND,10055189,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1525x701,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1704539325003,06/01/2024 11:08:45,1704539325003,0,06/01/2024 11:08:45,158033,3,questionnaire-eibn,,33985130,BLIND,10055189,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1525x701,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1704539325003,06/01/2024 11:08:45,1704539325003,0,06/01/2024 11:08:45,158033,3,questionnaire-eibn,,33985130,BLIND,10055189,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1525x701,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1704539325004,06/01/2024 11:08:45,1704539325004,0,06/01/2024 11:08:45,158033,3,questionnaire-eibn,,33985130,BLIND,10055189,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1525x701,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1704539325004,06/01/2024 11:08:45,1704539325004,0,06/01/2024 11:08:45,158033,3,questionnaire-eibn,,33985130,BLIND,10055189,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1525x701,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1704539325004,06/01/2024 11:08:45,1704539325004,0,06/01/2024 11:08:45,158033,3,questionnaire-eibn,,33985130,BLIND,10055189,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1525x701,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1704539325004,06/01/2024 11:08:45,1704539325004,0,06/01/2024 11:08:45,158033,3,questionnaire-eibn,,33985130,BLIND,10055189,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1525x701,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,"I think the childhood kindergarten part asking about when you learn to spell and read requires you to recall very far back in the past, which for me is really difficult because it's a long time ago and I genuinely have 0 memory of how good it was, so the answers are very unsure. Otherwise, very nice sound effect on the game at the end :)",,,fb_comment,3,object-4
11,1704539325004,06/01/2024 11:08:45,1704539325004,0,06/01/2024 11:08:45,158033,3,questionnaire-eibn,,33985130,BLIND,10055189,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1525x701,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,,,,,5,,END,,,,,
1,1704982935900,11/01/2024 14:22:15,1704982935900,0,11/01/2024 14:22:15,158033,3,questionnaire-eibn,,34133815,BLIND,10085587,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1504x1003,1504x881,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,,,,,5,,BEGIN,,,,,
2,1704982958503,11/01/2024 14:22:38,1704982958503,0,11/01/2024 14:22:38,158033,3,questionnaire-eibn,,34133815,BLIND,10085587,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1504x1003,1504x881,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A public space with considerable background noise (such as a cafe).,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1704982958503,11/01/2024 14:22:38,1704982958503,0,11/01/2024 14:22:38,158033,3,questionnaire-eibn,,34133815,BLIND,10085587,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1504x1003,1504x881,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,3,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1704982958504,11/01/2024 14:22:38,1704982958504,0,11/01/2024 14:22:38,158033,3,questionnaire-eibn,,34133815,BLIND,10085587,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1504x1003,1504x881,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1704982958505,11/01/2024 14:22:38,1704982958505,0,11/01/2024 14:22:38,158033,3,questionnaire-eibn,,34133815,BLIND,10085587,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1504x1003,1504x881,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1704982958505,11/01/2024 14:22:38,1704982958505,0,11/01/2024 14:22:38,158033,3,questionnaire-eibn,,34133815,BLIND,10085587,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1504x1003,1504x881,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1704982958506,11/01/2024 14:22:38,1704982958506,0,11/01/2024 14:22:38,158033,3,questionnaire-eibn,,34133815,BLIND,10085587,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1504x1003,1504x881,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1704982958506,11/01/2024 14:22:38,1704982958506,0,11/01/2024 14:22:38,158033,3,questionnaire-eibn,,34133815,BLIND,10085587,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1504x1003,1504x881,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1704982958507,11/01/2024 14:22:38,1704982958507,0,11/01/2024 14:22:38,158033,3,questionnaire-eibn,,34133815,BLIND,10085587,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1504x1003,1504x881,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1704982958508,11/01/2024 14:22:38,1704982958508,0,11/01/2024 14:22:38,158033,3,questionnaire-eibn,,34133815,BLIND,10085587,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1504x1003,1504x881,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,someone came and spoke to me,,,fb_comment,3,object-4
11,1704982958508,11/01/2024 14:22:38,1704982958508,0,11/01/2024 14:22:38,158033,3,questionnaire-eibn,,34133815,BLIND,10085587,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1504x1003,1504x881,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,,,,,5,,END,,,,,
1,1705925089553,22/01/2024 12:04:49,1705925089553,0,22/01/2024 12:04:49,158033,3,questionnaire-eibn,,34376049,BLIND,10158473,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1872x966,,,0,Feedback,2,,adhd,set 2,,,,Neurodiverse,,ACCEPT,,,,,5,,BEGIN,,,,,
2,1705925149262,22/01/2024 12:05:49,1705925149262,0,22/01/2024 12:05:49,158033,3,questionnaire-eibn,,34376049,BLIND,10158473,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1872x966,,,0,Feedback,2,,adhd,set 2,,,,Neurodiverse,,ACCEPT,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A public space with considerable background noise (such as a cafe).,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1705925149263,22/01/2024 12:05:49,1705925149263,0,22/01/2024 12:05:49,158033,3,questionnaire-eibn,,34376049,BLIND,10158473,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1872x966,,,0,Feedback,2,,adhd,set 2,,,,Neurodiverse,,ACCEPT,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,3,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1705925149263,22/01/2024 12:05:49,1705925149263,0,22/01/2024 12:05:49,158033,3,questionnaire-eibn,,34376049,BLIND,10158473,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1872x966,,,0,Feedback,2,,adhd,set 2,,,,Neurodiverse,,ACCEPT,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1705925149263,22/01/2024 12:05:49,1705925149263,0,22/01/2024 12:05:49,158033,3,questionnaire-eibn,,34376049,BLIND,10158473,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1872x966,,,0,Feedback,2,,adhd,set 2,,,,Neurodiverse,,ACCEPT,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1705925149263,22/01/2024 12:05:49,1705925149263,0,22/01/2024 12:05:49,158033,3,questionnaire-eibn,,34376049,BLIND,10158473,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1872x966,,,0,Feedback,2,,adhd,set 2,,,,Neurodiverse,,ACCEPT,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1705925149264,22/01/2024 12:05:49,1705925149264,0,22/01/2024 12:05:49,158033,3,questionnaire-eibn,,34376049,BLIND,10158473,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1872x966,,,0,Feedback,2,,adhd,set 2,,,,Neurodiverse,,ACCEPT,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1705925149264,22/01/2024 12:05:49,1705925149264,0,22/01/2024 12:05:49,158033,3,questionnaire-eibn,,34376049,BLIND,10158473,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1872x966,,,0,Feedback,2,,adhd,set 2,,,,Neurodiverse,,ACCEPT,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1705925149264,22/01/2024 12:05:49,1705925149264,0,22/01/2024 12:05:49,158033,3,questionnaire-eibn,,34376049,BLIND,10158473,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1872x966,,,0,Feedback,2,,adhd,set 2,,,,Neurodiverse,,ACCEPT,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1705925149265,22/01/2024 12:05:49,1705925149265,0,22/01/2024 12:05:49,158033,3,questionnaire-eibn,,34376049,BLIND,10158473,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1872x966,,,0,Feedback,2,,adhd,set 2,,,,Neurodiverse,,ACCEPT,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,other,Played music to deathen the background noise,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
11,1705925149265,22/01/2024 12:05:49,1705925149265,0,22/01/2024 12:05:49,158033,3,questionnaire-eibn,,34376049,BLIND,10158473,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1872x966,,,0,Feedback,2,,adhd,set 2,,,,Neurodiverse,,ACCEPT,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,3,object-4
12,1705925149265,22/01/2024 12:05:49,1705925149265,0,22/01/2024 12:05:49,158033,3,questionnaire-eibn,,34376049,BLIND,10158473,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1920x1080,1872x966,,,0,Feedback,2,,adhd,set 2,,,,Neurodiverse,,ACCEPT,,,,,5,,END,,,,,
1,1705943505497,22/01/2024 17:11:45,1705943505497,0,22/01/2024 17:11:45,158033,3,questionnaire-eibn,,34385559,BLIND,10161313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1318x654,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,,,,,5,,BEGIN,,,,,
2,1705943613890,22/01/2024 17:13:33,1705943613890,0,22/01/2024 17:13:33,158033,3,questionnaire-eibn,,34385559,BLIND,10161313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1318x654,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1705943613890,22/01/2024 17:13:33,1705943613890,0,22/01/2024 17:13:33,158033,3,questionnaire-eibn,,34385559,BLIND,10161313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1318x654,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1705943613891,22/01/2024 17:13:33,1705943613891,0,22/01/2024 17:13:33,158033,3,questionnaire-eibn,,34385559,BLIND,10161313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1318x654,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1705943613891,22/01/2024 17:13:33,1705943613891,0,22/01/2024 17:13:33,158033,3,questionnaire-eibn,,34385559,BLIND,10161313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1318x654,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1705943613892,22/01/2024 17:13:33,1705943613892,0,22/01/2024 17:13:33,158033,3,questionnaire-eibn,,34385559,BLIND,10161313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1318x654,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1705943613893,22/01/2024 17:13:33,1705943613893,0,22/01/2024 17:13:33,158033,3,questionnaire-eibn,,34385559,BLIND,10161313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1318x654,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1705943613893,22/01/2024 17:13:33,1705943613893,0,22/01/2024 17:13:33,158033,3,questionnaire-eibn,,34385559,BLIND,10161313,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1318x654,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
