Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-mq2e,Manipulation: Randomise questionnaire elements?,Question Key,Response,branch-s3b7,branch-wcx7,branch-spxp
18,1755278837457,15/08/2025 17:27,1755278837299,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 9 ,Slightly Disagree,Eligible,Voucher,Yes
19,1755278837457,15/08/2025 17:27,1755278837300,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 9 -quantised,3,Eligible,Voucher,Yes
20,1755278837457,15/08/2025 17:27,1755278837300,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 10 ,Slightly Agree,Eligible,Voucher,Yes
21,1755278837457,15/08/2025 17:27,1755278837300,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 10 -quantised,2,Eligible,Voucher,Yes
22,1755278837457,15/08/2025 17:27,1755278837300,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 11 ,Definitely Agree,Eligible,Voucher,Yes
23,1755278837530,15/08/2025 17:27,1755278837300,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 11 -quantised,1,Eligible,Voucher,Yes
24,1755278837530,15/08/2025 17:27,1755278837301,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 12 ,Slightly Agree,Eligible,Voucher,Yes
25,1755278837530,15/08/2025 17:27,1755278837301,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 12 -quantised,2,Eligible,Voucher,Yes
26,1755278837530,15/08/2025 17:27,1755278837301,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 13 ,Definitely Agree,Eligible,Voucher,Yes
27,1755278837530,15/08/2025 17:27,1755278837301,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 13 -quantised,1,Eligible,Voucher,Yes
28,1755278837530,15/08/2025 17:27,1755278837301,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 14 ,Definitely Agree,Eligible,Voucher,Yes
29,1755278837530,15/08/2025 17:27,1755278837302,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 14 -quantised,1,Eligible,Voucher,Yes
30,1755278837530,15/08/2025 17:27,1755278837302,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 15 ,Definitely Agree,Eligible,Voucher,Yes
31,1755278837530,15/08/2025 17:27,1755278837302,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 15 -quantised,1,Eligible,Voucher,Yes
32,1755278837530,15/08/2025 17:27,1755278837302,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 16,Definitely Agree,Eligible,Voucher,Yes
33,1755278837530,15/08/2025 17:27,1755278837302,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 16-quantised,1,Eligible,Voucher,Yes
34,1755278837530,15/08/2025 17:27,1755278837303,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 17,Definitely Agree,Eligible,Voucher,Yes
35,1755278837530,15/08/2025 17:27,1755278837303,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 17-quantised,1,Eligible,Voucher,Yes
36,1755278837530,15/08/2025 17:27,1755278837303,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 18,Definitely Agree,Eligible,Voucher,Yes
37,1755278837530,15/08/2025 17:27,1755278837303,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 18-quantised,1,Eligible,Voucher,Yes
38,1755278837530,15/08/2025 17:27,1755278837304,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 19 ,Definitely Disagree,Eligible,Voucher,Yes
39,1755278837530,15/08/2025 17:27,1755278837304,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 19 -quantised,4,Eligible,Voucher,Yes
40,1755278837530,15/08/2025 17:27,1755278837304,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 20,Definitely Agree,Eligible,Voucher,Yes
41,1755278837530,15/08/2025 17:27,1755278837304,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 20-quantised,1,Eligible,Voucher,Yes
42,1755278837530,15/08/2025 17:27,1755278837305,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 21,Slightly Disagree,Eligible,Voucher,Yes
43,1755278837574,15/08/2025 17:27,1755278837305,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 21-quantised,3,Eligible,Voucher,Yes
44,1755278837574,15/08/2025 17:27,1755278837305,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 22,Definitely Agree,Eligible,Voucher,Yes
45,1755278837574,15/08/2025 17:27,1755278837306,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 22-quantised,1,Eligible,Voucher,Yes
46,1755278837574,15/08/2025 17:27,1755278837306,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 23 ,Definitely Disagree,Eligible,Voucher,Yes
47,1755278837574,15/08/2025 17:27,1755278837306,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 23 -quantised,4,Eligible,Voucher,Yes
48,1755278837574,15/08/2025 17:27,1755278837307,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 24,Definitely Disagree,Eligible,Voucher,Yes
49,1755278837574,15/08/2025 17:27,1755278837307,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 24-quantised,4,Eligible,Voucher,Yes
50,1755278837574,15/08/2025 17:27,1755278837307,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 25,Definitely Disagree,Eligible,Voucher,Yes
51,1755278837574,15/08/2025 17:27,1755278837308,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 25-quantised,4,Eligible,Voucher,Yes
52,1755278837574,15/08/2025 17:27,1755278837308,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 26 ,Definitely Disagree,Eligible,Voucher,Yes
53,1755278837574,15/08/2025 17:27,1755278837309,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 26 -quantised,4,Eligible,Voucher,Yes
54,1755278837574,15/08/2025 17:27,1755278837309,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 27 ,Slightly Agree,Eligible,Voucher,Yes
55,1755278837574,15/08/2025 17:27,1755278837310,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 27 -quantised,2,Eligible,Voucher,Yes
56,1755278837574,15/08/2025 17:27,1755278837310,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 28,Slightly Agree,Eligible,Voucher,Yes
57,1755278837574,15/08/2025 17:27,1755278837310,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,question 28-quantised,2,Eligible,Voucher,Yes
58,1755278837574,15/08/2025 17:27,1755278837311,1,15/08/2025 18:27,233799,28,questionnaire-zmbq,,48712465,BLINDED,13963720,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 139.0.0.0,1920x1080,1897x954,,,,The Autism Spectrum Quotient Adult's Version,2,selfreport_probe,No,END QUESTIONNAIRE,146030,Eligible,Voucher,Yes
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
