Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
18,1721672145652,22/07/2024 18:15:45,1721675745652,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by thoughts about harm or disasters and excessive checking or asking for reassurance?",response,value,"A little disruption, but I mostly function well",,"No disruption at all|A little disruption, but I mostly function well|Many things are disrupted, but I can still manage|My life is disrupted in many ways and I have trouble managing|My life is completely disrupted and I cannot function at all",Category 2: Q4,5,object-20
19,1721672145652,22/07/2024 18:15:45,1721675745652,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by thoughts about harm or disasters and excessive checking or asking for reassurance?",response,quantised,2,,"No disruption at all|A little disruption, but I mostly function well|Many things are disrupted, but I can still manage|My life is disrupted in many ways and I have trouble managing|My life is completely disrupted and I cannot function at all",Category 2: Q4,5,object-20
20,1721672145652,22/07/2024 18:15:45,1721675745652,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,How difficult is it for you to disregard thoughts about possible harm or disasters and refrain from checking or reassurance-seeking behaviors when you try to do so?,response,value,A little difficult,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 2: Q5,6,object-21
21,1721672145652,22/07/2024 18:15:45,1721675745652,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,How difficult is it for you to disregard thoughts about possible harm or disasters and refrain from checking or reassurance-seeking behaviors when you try to do so?,response,quantised,2,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 2: Q5,6,object-21
22,1721672145652,22/07/2024 18:15:45,1721675745652,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 7,95re1y,7,About how much time have you spent each day with unwanted unpleasant thoughts and with behavioral or mental actions to deal with them?,response,value,Between 1 and 3 hours each day,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 3: Q1,2,object-26
23,1721672145652,22/07/2024 18:15:45,1721675745652,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 7,95re1y,7,About how much time have you spent each day with unwanted unpleasant thoughts and with behavioral or mental actions to deal with them?,response,quantised,3,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 3: Q1,2,object-26
24,1721672145652,22/07/2024 18:15:45,1721675745652,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 7,95re1y,7,"To what extent have you been avoiding situations, places, objects and other reminders (e.g., numbers, people) that trigger unwanted or unpleasant thoughts?",response,value,A little avoidance,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 3: Q2,3,object-27
25,1721672145653,22/07/2024 18:15:45,1721675745653,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 7,95re1y,7,"To what extent have you been avoiding situations, places, objects and other reminders (e.g., numbers, people) that trigger unwanted or unpleasant thoughts?",response,quantised,2,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 3: Q2,3,object-27
26,1721672145653,22/07/2024 18:15:45,1721675745653,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 7,95re1y,7,When unwanted or unpleasant thoughts come to mind against your will how distressed or anxious did you become?,response,value,Moderately distressed/anxious,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 3: Q3,4,object-28
27,1721672145653,22/07/2024 18:15:45,1721675745653,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 7,95re1y,7,When unwanted or unpleasant thoughts come to mind against your will how distressed or anxious did you become?,response,quantised,3,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 3: Q3,4,object-28
28,1721672145653,22/07/2024 18:15:45,1721675745653,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 7,95re1y,7,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by unwanted and unpleasant thoughts and efforts to avoid or deal with such thoughts?",response,value,"A little disruption, but I mostly function well",,"No disruption at all|A little disruption, but I mostly function well|Many things are disrupted, but I can still manage|My life is disrupted in many ways and I have trouble managing|My life is completely disrupted and I cannot function at all",Category 3: Q4,5,object-29
29,1721672145653,22/07/2024 18:15:45,1721675745653,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 7,95re1y,7,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by unwanted and unpleasant thoughts and efforts to avoid or deal with such thoughts?",response,quantised,2,,"No disruption at all|A little disruption, but I mostly function well|Many things are disrupted, but I can still manage|My life is disrupted in many ways and I have trouble managing|My life is completely disrupted and I cannot function at all",Category 3: Q4,5,object-29
30,1721672145653,22/07/2024 18:15:45,1721675745653,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 7,95re1y,7,How difficult is it for you to disregard unwanted or unpleasant thoughts and refrain from using behavioral or mental acts to deal with them when you try to do so?,response,value,A little difficult,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 3: Q5,6,object-30
31,1721672145653,22/07/2024 18:15:45,1721675745653,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 7,95re1y,7,How difficult is it for you to disregard unwanted or unpleasant thoughts and refrain from using behavioral or mental acts to deal with them when you try to do so?,response,quantised,2,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 3: Q5,6,object-30
32,1721672145653,22/07/2024 18:15:45,1721675745653,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"About how much time have you spent each day with unwanted thoughts about symmetry, order, or balance and with behaviors intended to achieve symmetry, order or balance?",response,value,Less than 1 hour each day,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 4: Q1,2,object-35
33,1721672145654,22/07/2024 18:15:45,1721675745654,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"About how much time have you spent each day with unwanted thoughts about symmetry, order, or balance and with behaviors intended to achieve symmetry, order or balance?",response,quantised,2,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 4: Q1,2,object-35
34,1721672145654,22/07/2024 18:15:45,1721675745654,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"To what extent have you been avoiding situations, places or objects associated with feelings that something is not symmetrical or “just right?”",response,value,A little avoidance,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 4: Q2,3,object-36
35,1721672145654,22/07/2024 18:15:45,1721675745654,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"To what extent have you been avoiding situations, places or objects associated with feelings that something is not symmetrical or “just right?”",response,quantised,2,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 4: Q2,3,object-36
36,1721672145654,22/07/2024 18:15:45,1721675745654,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"When you have the feeling of something being “not just right,” how distressed or anxious did you become?",response,value,Mildly distressed/anxious,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 4: Q3,4,object-37
37,1721672145654,22/07/2024 18:15:45,1721675745654,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"When you have the feeling of something being “not just right,” how distressed or anxious did you become?",response,quantised,2,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 4: Q3,4,object-37
38,1721672145655,22/07/2024 18:15:45,1721675745655,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by the feeling of things being “not just right,” and efforts to put things in order or make them feel right?",response,value,No disruption at all.,,"No disruption at all.|A little disruption, but I mostly function well.|Many things are disrupted, but I can still manage.|My life is disrupted in many ways and I have trouble managing.|My life is completely disrupted and I cannot function at all.",Category 4: Q4,5,object-38
39,1721672145655,22/07/2024 18:15:45,1721675745655,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by the feeling of things being “not just right,” and efforts to put things in order or make them feel right?",response,quantised,1,,"No disruption at all.|A little disruption, but I mostly function well.|Many things are disrupted, but I can still manage.|My life is disrupted in many ways and I have trouble managing.|My life is completely disrupted and I cannot function at all.",Category 4: Q4,5,object-38
40,1721672145655,22/07/2024 18:15:45,1721675745655,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"How difficult is it for you to disregard thoughts about the lack of symmetry and order, and refrain from urges to arrange things in order or repeat certain behaviors when you try to do so?",response,value,A little difficult,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 4: Q5,6,object-39
41,1721672145655,22/07/2024 18:15:45,1721675745655,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"How difficult is it for you to disregard thoughts about the lack of symmetry and order, and refrain from urges to arrange things in order or repeat certain behaviors when you try to do so?",response,quantised,2,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 4: Q5,6,object-39
42,1721672145655,22/07/2024 18:15:45,1721675745655,1,22/07/2024 20:15:45,179131,14,questionnaire-ephm,,39134033,BLIND,11480604,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,,,,,info,,END,,,,,
1,1721913904139,25/07/2024 13:25:04,1721917504139,1,25/07/2024 15:25:04,179131,14,questionnaire-ephm,,39200404,BLIND,11498786,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1366x768,1358x654,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,,,,,info,,BEGIN,,,,,
2,1721914736482,25/07/2024 13:38:56,1721918336482,1,25/07/2024 15:38:56,179131,14,questionnaire-ephm,,39200404,BLIND,11498786,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1366x768,1026x617,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,About how much time have you spent each day thinking about contamination and engaging in washing or cleaning behaviors because of contamination?,response,value,Less than 1 hour each day,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 1: Q1,2,object-8
3,1721914736483,25/07/2024 13:38:56,1721918336483,1,25/07/2024 15:38:56,179131,14,questionnaire-ephm,,39200404,BLIND,11498786,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1366x768,1026x617,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,About how much time have you spent each day thinking about contamination and engaging in washing or cleaning behaviors because of contamination?,response,quantised,2,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 1: Q1,2,object-8
4,1721914736484,25/07/2024 13:38:56,1721918336484,1,25/07/2024 15:38:56,179131,14,questionnaire-ephm,,39200404,BLIND,11498786,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1366x768,1026x617,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,"To what extent have you avoided situations in order to prevent concerns with contamination or having to spend time washing, cleaning, or showering?",response,value,None at all,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 1: Q2,3,object-9
5,1721914736485,25/07/2024 13:38:56,1721918336485,1,25/07/2024 15:38:56,179131,14,questionnaire-ephm,,39200404,BLIND,11498786,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1366x768,1026x617,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,"To what extent have you avoided situations in order to prevent concerns with contamination or having to spend time washing, cleaning, or showering?",response,quantised,1,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 1: Q2,3,object-9
6,1721914736485,25/07/2024 13:38:56,1721918336485,1,25/07/2024 15:38:56,179131,14,questionnaire-ephm,,39200404,BLIND,11498786,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1366x768,1026x617,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,"If you had thoughts about contamination but could not wash, clean, or shower (or otherwise remove the contamination), how distressed or anxious did you become?",response,value,Mildly distressed/anxious,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 1: Q3,4,object-10
7,1721914736486,25/07/2024 13:38:56,1721918336486,1,25/07/2024 15:38:56,179131,14,questionnaire-ephm,,39200404,BLIND,11498786,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1366x768,1026x617,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,"If you had thoughts about contamination but could not wash, clean, or shower (or otherwise remove the contamination), how distressed or anxious did you become?",response,quantised,2,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 1: Q3,4,object-10
8,1721914736488,25/07/2024 13:38:56,1721918336488,1,25/07/2024 15:38:56,179131,14,questionnaire-ephm,,39200404,BLIND,11498786,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1366x768,1026x617,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by contamination concerns and excessive washing, showering, cleaning, or avoidance behaviors?",response,value,No disruption at all.,,"No disruption at all.|A little disruption, but I mostly function well.|Many things are disrupted, but I can still manage.|My life is disrupted in many ways and I have trouble managing.|My life is completely disrupted and I cannot function at all.",Category 1: Q4,5,object-11
9,1721914736489,25/07/2024 13:38:56,1721918336489,1,25/07/2024 15:38:56,179131,14,questionnaire-ephm,,39200404,BLIND,11498786,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1366x768,1026x617,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by contamination concerns and excessive washing, showering, cleaning, or avoidance behaviors?",response,quantised,1,,"No disruption at all.|A little disruption, but I mostly function well.|Many things are disrupted, but I can still manage.|My life is disrupted in many ways and I have trouble managing.|My life is completely disrupted and I cannot function at all.",Category 1: Q4,5,object-11
10,1721914736491,25/07/2024 13:38:56,1721918336491,1,25/07/2024 15:38:56,179131,14,questionnaire-ephm,,39200404,BLIND,11498786,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1366x768,1026x617,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,"How difficult is it for you to disregard thoughts about contamination and refrain from behaviors such as washing, showering, cleaning, and other decontamination routines when you try to do so?",response,value,A little difficult,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 1: Q5,6,object-12
11,1721914736492,25/07/2024 13:38:56,1721918336492,1,25/07/2024 15:38:56,179131,14,questionnaire-ephm,,39200404,BLIND,11498786,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1366x768,1026x617,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,"How difficult is it for you to disregard thoughts about contamination and refrain from behaviors such as washing, showering, cleaning, and other decontamination routines when you try to do so?",response,quantised,2,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 1: Q5,6,object-12
12,1721914736494,25/07/2024 13:38:56,1721918336494,1,25/07/2024 15:38:56,179131,14,questionnaire-ephm,,39200404,BLIND,11498786,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1366x768,1026x617,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,About how much time have you spent each day thinking about the possibility of harm or disasters and engaging in checking or efforts to get reassurance that such things do not (or did not) occur?,response,value,None at all,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 2: Q1,2,object-17
13,1721914736495,25/07/2024 13:38:56,1721918336495,1,25/07/2024 15:38:56,179131,14,questionnaire-ephm,,39200404,BLIND,11498786,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1366x768,1026x617,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,About how much time have you spent each day thinking about the possibility of harm or disasters and engaging in checking or efforts to get reassurance that such things do not (or did not) occur?,response,quantised,1,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 2: Q1,2,object-17
14,1721914736497,25/07/2024 13:38:56,1721918336497,1,25/07/2024 15:38:56,179131,14,questionnaire-ephm,,39200404,BLIND,11498786,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1366x768,1026x617,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,To what extent have you avoided situations so that you did not have to check for danger or worry about possible harm or disasters?,response,value,None at all,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 2: Q2,3,object-18
15,1721914736499,25/07/2024 13:38:56,1721918336499,1,25/07/2024 15:38:56,179131,14,questionnaire-ephm,,39200404,BLIND,11498786,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1366x768,1026x617,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,To what extent have you avoided situations so that you did not have to check for danger or worry about possible harm or disasters?,response,quantised,1,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 2: Q2,3,object-18
16,1721914736500,25/07/2024 13:38:56,1721918336500,1,25/07/2024 15:38:56,179131,14,questionnaire-ephm,,39200404,BLIND,11498786,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1366x768,1026x617,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,"When you think about the possibility of harm or disasters, or if you cannot check or get reassurance about these things, how distressed or anxious did you become?",response,value,Mildly distressed/anxious,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 2: Q3,4,object-19
17,1721914736502,25/07/2024 13:38:56,1721918336502,1,25/07/2024 15:38:56,179131,14,questionnaire-ephm,,39200404,BLIND,11498786,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1366x768,1026x617,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,"When you think about the possibility of harm or disasters, or if you cannot check or get reassurance about these things, how distressed or anxious did you become?",response,quantised,2,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 2: Q3,4,object-19
18,1721914736504,25/07/2024 13:38:56,1721918336504,1,25/07/2024 15:38:56,179131,14,questionnaire-ephm,,39200404,BLIND,11498786,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1366x768,1026x617,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by thoughts about harm or disasters and excessive checking or asking for reassurance?",response,value,"A little disruption, but I mostly function well",,"No disruption at all|A little disruption, but I mostly function well|Many things are disrupted, but I can still manage|My life is disrupted in many ways and I have trouble managing|My life is completely disrupted and I cannot function at all",Category 2: Q4,5,object-20
19,1721914736505,25/07/2024 13:38:56,1721918336505,1,25/07/2024 15:38:56,179131,14,questionnaire-ephm,,39200404,BLIND,11498786,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1366x768,1026x617,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by thoughts about harm or disasters and excessive checking or asking for reassurance?",response,quantised,2,,"No disruption at all|A little disruption, but I mostly function well|Many things are disrupted, but I can still manage|My life is disrupted in many ways and I have trouble managing|My life is completely disrupted and I cannot function at all",Category 2: Q4,5,object-20
20,1721914736507,25/07/2024 13:38:56,1721918336507,1,25/07/2024 15:38:56,179131,14,questionnaire-ephm,,39200404,BLIND,11498786,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1366x768,1026x617,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,How difficult is it for you to disregard thoughts about possible harm or disasters and refrain from checking or reassurance-seeking behaviors when you try to do so?,response,value,Not at all difficult,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 2: Q5,6,object-21
